fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd
RENATE,,VOGT,,1996,1,1
SUSANNE,,BRAUN,,1939,1,14
GISELA,,KRUEGER,,1989,4,13
HELGA,,MUELLER,,1960,6,27
GERTRUD,,SCHAEFER,,1976,6,15
CHRISTEL,,PFEIFFER,,1961,5,7
PETRSA,,BAUER,,1969,7,8
ELISABETH,,LUDWIG,,1940,8,21
KATHRIN,,WINKLER,,1932,7,6
SUSANNE,,SCHMIDT,,1959,12,4
INGRID,,ZIMMERMANN,,2001,4,13
SILVIA,,NEUMANN,,1960,10,24
EDITH,,KUEHN,,2000,10,28
PETRA,,SOMMER,,2005,1,21
KIRSTEN,,SCHMID,,1972,1,11
ELKE,,BECKER,,1932,3,7
MONIKA,,PETERS,,1942,6,29
PETRA,,VOIGT,,1954,6,24
CLAUDIA,,LORENZ,,1961,3,16
URSULA,,SCHMITT,,1954,10,18
MARTINA,,NEUMANN,,1927,2,19
HELGA,,FISCER,,1939,11,29
SABINE,,MUELLER,,1988,6,28
GISELA,,KELLER,,1998,6,2
ULRIKE,,WEISS,,1992,7,24
ERIKA,,OTTO,,1969,7,28
KATHRIN,,MUELLER,,1984,4,9
MARIA,,KOEHLER,,2003,3,22
ELKE,,SCHNEIDER,,1980,1,7
PETRA,,SCHROEDER,,1952,5,15
PETRA,,MUELLER,,1926,5,20
ANGELIKA,,KELLER,,1980,4,28
ANNA,,SCHWARZ,,1990,3,23
KARIN,,MUELLER,,1947,9,14
KARIN,,KRAUSE,,1938,4,5
BRIGITETE,IRMGARD,ZIMMERMANN,,1954,12,10
SABINE,KARIN,WEBER,,1956,11,14
KARIN,,KRAEMER,,1943,9,25
SANDRA,,KAISER,,1989,11,22
ANNA,,SEIDEL,,1951,11,7
URSULA,,SCHROEDER,,1947,1,30
RUTH,,ZIEGLER,,1992,10,9
MARGARETE,,MUELLER,,1967,8,15
MONIKA,,MOELLER,,1947,3,15
ANDREA,,FRIEDRICH,,1986,6,7
RENATE,,SCHMITZ,,1960,1,9
ANJA,,WINKLER,,1971,1,21
GERTRUD,,KELLER,,1970,4,30
MARGARETE,,STEIN,,1948,9,4
ELKE,,FRANKE,,1975,2,10
JUTTA,,WEISS,,1935,12,1
SILKE,,NEUMANN,,1939,12,8
SANDRA,,JAEGER,,2003,9,7
PETRA,,WOLF,,1956,8,4
RENATE,,SCHMID,,1970,3,30
RENATE,,SCHMIDT,,1924,3,18
MONIKA,,WINKLER,,2005,8,17
CHRISTA,,SCHMIDT,,1943,3,25
BIRGIT,,SCHULZE,,1949,3,26
SABINE,,MUELLER,,1987,11,4
CHRISTINA,,HOFFMANN,,1985,6,17
PETRA,,SCHULZE,,1960,9,14
SUSANNE,,WOLF,,1999,7,31
ANNA,,MEYER,,1982,2,12
GERTRUD,,DIETRICH,,1938,4,10
ANGELIKA,,HARTMANN,,1973,2,15
ANJA,,WAGNER,,1956,10,4
ANDREA,,SCHULZ,,1961,2,25
GABRIELE,,SCHMIDT,,1938,6,13
RENATE,,KOCH,,1926,12,27
BRITTA,,BUSCH,,1935,9,6
CHRISTTEL,,MAIER,,1966,6,12
ILSE,,WEBER,,1943,4,18
KATHRIN,,RICHTER,,1985,6,20
GISELA,,SIMON,,1992,4,23
INGRID,,ZIEGLER,,1965,11,1
BARBARA,,BECKER,,1950,12,3
MONIKA,,SCHAEFER,,1949,2,7
CHRISTEL,,FISCHER,,1985,10,5
CLAUDIA,,BECK,,1938,11,4
CLAUDIA,,ROTH,,1993,12,9
GISELA,,FRANM,,1952,4,29
BIRGIT,,KAISER,,1957,1,16
GERDA,,ALBRECHT,,1956,2,17
BRITTA,,NEUMANN,,1938,11,16
SANDRA,,SCHMITZ,,1975,7,30
SUSANNE,,MARTIN,,1973,3,26
HEIKE,,MUELLER,,2005,11,4
ANGELIKA,,SCHMIDT,,2004,11,26
KERSTIN,,ZIMMERMANN,,2007,12,2
ANGELIKA,,WOLF,,1958,1,26
MARIA,,BERGMANN,,1964,8,3
URSULA,,LANGE,,1981,10,2
CHRISTA,,ROTH,,1944,7,1
SABINE,,HOFFMANN,,1986,11,3
GISXELA,,SEIDEL,,1985,3,22
NICOLE,,WEBER,,1985,2,15
ILSE,,SCHNEIDER,,1999,5,10
MARGARETE,,STEKN,,1948,9,4
HANNELORE,,SCHAEFER,,1976,12,11
MARTINA,GISELA,SCHMIDT,,1956,5,17
URSULA,,MEYER,,2008,8,14
SUSANNE,,GRAF,,1951,1,8
BRIGITTE,,MUELLER,,1949,9,22
KARIN,,HEINRICH,,1943,11,4
SABINE,,WAGNER,,1974,5,8
BARBARA,,SCHAEFER,,1972,5,11
INGEBORG,,SCHULZE,,1980,10,14
MONIKA,,SCHUBERT,,1942,9,17
INGEBORG,,SCHMIDT,,1973,7,26
URSULA,,ZIMMERMANN,,1967,2,15
CLAUDIA,,MAIER,,2093,5,8
UTE,,SCHULZ,,1937,6,12
KARIN,,WEBER,,1928,1,18
HELGA,,NEUMANN,,2004,2,7
GERTRUD,,KOERTIG,,1979,8,20
CHRISTEL,,LEHMANN,,1936,10,5
MARGARETE,,ZIMMERMANN,,1988,3,5
GERDA,,MUELLER,,1991,5,6
IRMGARD,,WALTER,,1958,8,30
ELKE,,WAGNER,,1943,6,27
GERDA,,GROSS,,1963,6,23
CHRISTINE,,SCHWSRZ,,1930,5,31
KARIN,,SCHNEIDER,,1974,2,22
URSULA,,SCHULZE,,1998,1,4
URSULA,,SCHNEIDER,,1938,10,23
LIESELOTTE,,BRAUN,,1935,3,20
CLAUDIA,,SCHWARZ,,1938,1,8
KARIN,,SCHMITZ,,1997,7,22
ELISABETH,SABINE,SCHULZ,,1926,10,10
HEIKE,,ROTH,,2004,10,23
MARIA,,SCHULZE,,1949,4,3
SILVIA,,BAUMANN,,1958,5,20
HELGA,,KRAUSE,,1971,12,22
ANNA,,SCHMIDT,,1997,1,16
INGRID,,MEYER,,1984,4,10
ANDREA,,VOGT,,1995,4,9
CHRISTA,,GUENTHER,,1975,6,27
ELKE,,RICHTER,,1947,12,10
GISELA,,SCHMKDT,,1927,4,26
CHRISTA,,HOFMANN,,1977,8,16
MARIA,,STEIN,,1959,10,5
RUTH,,MAIER,,1973,9,13
INGEBORG,,RICHTER,,1995,5,2
KARIN,,SCHULZE,,1942,4,24
ANNA,,MEYER,,1957,3,10
UTE,,SCHMITD,,1940,4,19
GISELA,,KUHN,,1953,5,21
HEIKE,,SCHULZ,,1937,3,25
JUTTA,,KRAUS,,1934,3,1
BARBARA,,MUELLER,,1982,4,1
KARIN,,FISCHER,,1960,10,20
URSULA,,KOEHLER,,1936,5,18
ANDREA,,BRAUN,,1987,5,18
ANJA,,SCHMIDT,,1935,4,11
GERTRUD,,SCHMIDT,,1990,8,26
MARIA,,SCHULZE,,1940,7,18
LIESELOTTE,,KLEIN,,1958,10,8
BRIGITTE,,MAYER,,1955,9,3
HANNELORE,,ERNST,BECKER,1933,8,11
STEFANIE,,OTTO,,1989,11,21
CHRISTA,,SCHULZ,,1994,4,5
BRIGITTE,,KRAUSE,,1988,9,21
URSULA,,SCHNEIDER,,1992,9,15
MONIKA,,PETERS,,1981,11,9
GERTRUD,,SCHMITT,,1971,11,13
ELISABETH,,NEUMANN,,1932,2,9
GISELA,,SCHMIDT,,1973,3,20
HELGA,,FISCHER,,1939,11,29
SANDRA,,HARTMANN,,1949,2,2
EVA,,ROTH,,1939,12,1
RENATE,,MARTIN,,1985,9,10
INGEBORG,,MEYER,,1991,1,29
SUSANNE,,KOERTIG,,1966,1,14
MARIANNE,,SCHMIDT,,2006,3,16
URSULA,,MOELLER,,1996,4,29
MARTHA,,SCHMIDT,,1947,3,8
CLAUDIA,,MUELLER,WINKLER,1955,2,7
ERIKA,,BAUER,,1955,8,15
MARTINA,,SCHMITT,,1970,12,30
CHRISTINE,,WINKLER,,1950,9,4
GISELA,,FRANK,,1952,4,29
KARIN,,KRAUS,,1953,2,2
GABRIELE,,LANGE,,2008,12,8
JOHANNA,,KRAEMER,,1987,7,4
UTE,,KAISER,,2008,7,1
SUSANNE,,ZIMMERMANN,,1944,2,28
ELISABETH,ANGELIKA,SCHULZ,,1998,3,7
ANNA,,BERGER,,1929,9,30
MARTINA,,JAEGER,,2003,12,21
BETTINA,,KELLER,,1999,3,27
GISELA,,HOFMANN,,1964,1,9
BARBARA,,WEISS,,2003,3,9
JUTTA,,ALBRECHT,,1956,8,20
ANNA,,MOELLER,,1995,5,2
CHRISTINE,,SCHUMACHER,,1985,4,9
ILSE,,KOERTIG,,1976,6,20
IRMGARD,RENATE,KRUEGER,,1950,11,19
JUTTA,,SCHNEIDER,,2008,9,8
ANDREA,ILSE,SCHMIDT,,1983,8,17
BAERBEL,,WERNER,,1930,6,22
STEFANIE,,BAUMANN,,1986,12,9
BIRGIT,,FUCHS,,1982,4,15
CHRISTINA,,MUELLER,,1986,9,9
ANNA,,LANG,,2000,5,2
INGE,,MAIER,,2006,12,18
CHRISTA,,SEIDEL,,2007,7,6
BARBARA,,WEBER,,1947,3,15
URSULA,,LANGE,,1926,9,14
STEFANIE,,KOERTIG,,1983,4,5
ELKE,,SCHMIDT,,1952,4,20
ANDREA,,SCHMITT,,1955,9,11
BRIGITTE,,FISCHER,,2005,6,27
HELGA,,LEHQANN,,1971,3,5
HELGA,,SCHMITT,,1964,11,28
MARIANNE,,LORENZ,,1952,1,19
HILDEGARD,,SCHMITZ,,2006,1,13
INGRID,,SCHUMACHER,,1991,10,21
KARIN,BRITTA,FUCHS,,1962,6,23
GISESLA,,SCHMITZ,,1950,2,14
BIRGIT,,MEYER,,1972,8,9
KERSTIN,,ZIMMERMANN,,1992,8,14
MARGARETE,,BRAUN,,1989,9,6
GERTRUD,,GRAF,,1997,3,16
CORNELIA,,ZIEGLER,,1945,1,17
HEIKE,,HARTMANN,,1948,3,13
BIRGIT,,PETERS,,1943,2,1
BIRGIT,,ROTH,,1983,3,10
ERIKA,KATHARINA,JUNG,,1970,9,14
ANJA,,MUELLER,,1939,2,18
MARLIS,,WEBER,,1999,5,17
CHRISTA,,KOEHLER,,1948,1,21
MARGARETE,,WINTER,,1966,9,9
MONIKA,INGRID,HOFFMANN,,1959,4,16
KARIN,,KRUS,,1953,2,2
CHRISTA,,WOLFF,,1990,6,14
SUSANNE,,MUELLER,,1954,3,9
GERDA,,BRAUN,,1926,2,4
ELKE,,KRAEMER,,1966,7,22
JULIA,,HAHN,,1981,3,23
MONIKA,,KOEHLER,,1956,8,7
KARIN,,WAGNER,,1999,12,12
MONIKA,,KRAUSE,,1939,1,8
RENATE,,KOCH,,1961,7,31
SIGRID,,BAUER,,1951,11,9
SIGRID,,KOEHLER,,1983,5,12
PETRA,,JUNG,,1997,9,10
MARIOQN,,BRANDT,,1946,6,23
NICOLE,,MAIER,,1969,4,15
KERSTIN,,FRANKE,,1982,5,6
SUSANNE,,STEIN,,1937,4,18
RENATE,,WAGNER,,1941,7,7
MARTHA,,SCHAEFER,,1984,8,23
WALTRAUD,,SCHULZ,,1991,2,2
ELKE,,PETERS,,1957,9,28
MARIANNE,,WOLFF,,1963,3,3
CHRISTA,,MUELLER,,2008,5,7
TANJAB,,ZIEGLER,,1936,3,26
RENATE,,SCHULZ,,2002,7,9
HANNELORE,,SCHMITZ,,1966,6,10
INGE,,BECK,,1963,12,8
RENATE,,SCHMIDT,,1972,9,2
SUSANNE,,MUELLER,,1956,9,29
KARIN,,JAEGER,,1960,2,17
KARIN,,KRUEGER,,1970,5,21
INGRID,,MAIER,,1954,7,31
SUSANNE,,SCHMIDT,,1934,5,8
BIRGIT,,MEYER,,1970,7,22
FRIEDA,,THOMAS,,1927,11,22
SABINE,,MUELLER,,1951,9,27
ELKE,,ERNST,,1935,1,4
SABINE,,KOCH,,1966,2,1
KERSTIN,,WAGNER,,1940,9,27
RENATE,,SCHUSTER,,2006,7,20
SABINE,,SCHMITT,,1972,12,24
HEIKE,,KLEIN,,1968,2,1
SABINE,,KRAEMER,,1994,6,23
GERDA,,SCHNEIDER,,1988,12,8
URSULA,,LEHMANN,,1967,10,31
BRITTA,,SCHULZ,,1994,2,23
HANNELORE,,MUELLER,,1951,8,17
ANKE,,MUELLER,,1930,8,9
INGEBORG,,FISCHER,,1941,8,1
IRMGARD,,JUNG,,1956,6,18
STEFANIE,,SCHMID,,1957,7,12
BRIGITTE,,SIMON,,2096,8,16
BARBMARA,,SCHAEFER,,1972,5,11
BRIGITTE,,MUELLER,,1988,5,21
HANNELORE,,HOFFMANN,,1961,11,19
MARION,,BERGER,,2002,6,13
RUTH,,SOMMER,,1927,3,12
ANDREA,,SCHROEDER,,1940,9,5
RENATE,,FISCHER,,1959,7,7
HELGA,,SCHNEIDER,,1945,12,22
NICOLE,,BOEHM,,1968,8,22
HELGA,,MEYER,,2008,9,9
HEIKE,,MEIER,,1979,11,27
IRMGARD,,BECKER,,1979,7,15
ANNELIESE,,GRAF,,1961,5,31
HERTHA,,WEBER,,1982,4,16
GABRIELE,,SCHULZ,,1965,4,1
ANGELIKA,,MEYER,,1949,3,6
BARBARA,INGRID,SCHWARZ,,1970,2,9
MARTHA,,KRUEGER,,2003,7,8
PETRA,,BRANDT,,1987,4,21
BRIGITTE,,LEHMANN,,1976,9,1
MONIKA,,KOEHLER,,2006,7,3
MARGARETE,,HUBER,,1940,1,14
HERTHA,,HOFMANN,,1933,5,26
HELGA,,KRAEMER,,2007,5,20
GERDA,,WOLFF,,1958,10,29
HELGA,,KLEIN,,1987,9,1
RENATE,,SCHWARZ,,1969,8,26
CLAUDIA,,SCHULZ,,1988,10,19
URSULA,ANDREA,MEYER,,1991,3,16
CHRISTA,,KLEIN,,1965,10,2
NICOLE,,SCHROEDER,,1931,3,27
URSULTA,,MUELLER,,1961,12,16
IRMGARD,,ZIEGLER,,1964,5,25
KARIN,,KLEIN,,1988,5,19
HEIKE,,SOMMER,,2006,7,20
HELGA,SILKE,SAUER,,1929,10,6
SABINE,,KOERTIG,,1946,6,28
MARIWON,,ZIMMERMANN,,1961,12,20
JULIA,,WALTER,,1971,8,11
SABINE,,MAIER,,1975,9,24
INGRID,,WAGNER,,1941,7,21
SABINE,,ROTG,,1998,11,9
GABRIELE,,KRAUSE,,1941,10,13
ANNA,,HAAS,,1976,2,19
KARIN,,HAHN,,1966,8,24
HELGA,,FRANKE,,1968,11,29
HELGA,,MEYER,,1966,5,3
INGRID,,BAUER,,1929,6,24
MONIKA,,VOGT,,1931,2,28
MAIKE,,HOFFMANN,,1958,7,16
ERIKA,,MUELLER,,1951,6,26
EDITH,,WERNER,,1995,9,14
MARTINA,,WEISS,,1957,7,27
MARIA,,KLEIN,,1957,11,21
CHRISTEL,,SCHROEDER,,1965,9,9
ILSE,,MEYER,,1960,8,14
MARGARETE,,SCHAEFER,,1973,6,4
HELGA,,HUBER,,1928,2,28
BRIGITTE,,WAGNER,,1960,9,14
HEIKE,,KRAUS,,1968,3,5
ANNA,,WAGNER,LANG,1984,4,28
MARIA,,HOFMANN,,1969,2,13
SABINE,,FRANK,,1942,2,23
SANDRA,,SCHROEDER,,1926,6,29
PETRA,,FUCHS,,1927,1,19
SILVIA,,MEYER,,2003,1,10
HANNELORE,,SCHULZE,,1945,8,20
KARIN,BARBARA,FISCHER,,1971,4,8
BRIGITTE,,OTTO,,1959,1,22
BIRGIT,ELISABETH,NEUMANN,,1949,12,19
ELKE,,SCHNEIDER,,1996,2,19
BEATE,,MAYER,,2000,11,25
PETRA,,SCHUSTER,,1969,1,13
SABINE,,MEYER,,1943,9,3
HELGA,,HOFFMANN,,1956,6,3
ANDREA,,NEUMANN,,1975,8,9
EDITH,,LEHMANN,,1953,1,19
UTE,,SCHMIDT,,1940,4,19
GISELA,,MUELLER,,1942,6,16
URSULA,,HARTMANN,,2007,4,6
MONIKA,,BECKER,,1998,9,20
ERNA,,WAGNER,,2007,3,10
MONUIKA,,SCHROEMER,,1462,3,19
INGRID,,LEHMANN,,1960,9,2
ELFRIEDE,,FRANK,,1960,7,20
WALTRAUD,,WAGNER,,1955,12,11
GERTRUD,,WOLFF,,2003,4,28
EDITH,,PFEIFFER,,1940,9,5
HELGA,,BAUER,,1955,2,9
ANGELA,,KRUEGER,,1944,1,2
INGRID,,FISCHER,,1989,12,24
KERSTIN,,SCHROEDER,,1937,10,19
INGEBORG,,HOFMANN,,1972,6,1
HELGA,,BAUER,,2000,9,22
BARBARA,,BRAUN,,1996,8,28
SABINE,,MUELLER,,1951,1,1
HELGA,,GUENTHER,,1953,1,5
ELISABETH,,THOMAS,,1986,1,17
ILSE,,SCHMIDT,,1926,6,9
RENATE,,KELLER,,1996,12,8
ELKE,,BRANDT,,1990,10,20
MARIA,,MUELLER,,1955,12,28
BARBARA,,LANG,,1969,2,25
STEFANIE,,MARTIN,,1952,4,4
URSULA,,WALTER,,1972,3,29
CHRISTINE,,WEBER,,1948,8,9
MARIA,,SCHNEIDER,,1938,2,23
CLAUDIA,,WERNER,,1991,1,20
ELKE,,SCHMITT,,1941,3,12
RENATE,,OTTO,,1943,8,29
GISELA,,RICHTER,,1966,10,5
SUSANNE,,NEUMANN,,1970,8,7
WALTRAUD,,GRAF,,1930,2,25
ILSE,,PETERS,,2007,6,6
JUTTA,RENATE,BAUMANN,,1967,6,4
CORNELIA,,PETERS,,1927,2,23
ULRIKE,CHRISTEL,SCHNEIDER,,1954,9,22
PETRA,,HAHN,,1932,2,12
URSULA,,KOCH,,1989,2,9
ANNA,,MEYER,,1965,12,7
JOHCANNA,,OTTO,,1967,0,1
HELGA,,HOFFMANN,,1964,5,7
INGRID,,MEYER,,1940,8,15
MONIKA,RENATE,SCHREIBER,,1941,2,22
ANGELA,,SCHULZE,,1979,6,3
ANNA,,SCHAEFER,,1977,1,16
ANNA,,NEUMANN,,1940,7,22
ELISABETH,JUTTA,BECKER,,1948,12,17
BIRGIT,BIRGIT,MEYER,,1943,5,1
INGRID,,SCHROEDER,,1999,9,30
CORNELIA,,BECK,,1958,3,25
PETRA,,FRIEDRICH,,1946,6,17
KARIFN,,BAUER,,2003,5,20
INGRID,,WOLF,,1925,2,19
BIRGDIT,,VOGEL,,1961,8,14
INGEBORG,,HOFMANN,,1988,10,26
ERIKA,,JUNG,,1988,1,24
GERDA,,SCHNEIDER,,1987,7,1
GERDA,,BECKER,,1951,6,21
MELANIE,NICOLE,SCHAEFER,,1966,5,4
URSULA,,SCHMIDT,,1953,9,28
BRIGITTE,,SCHNEIDER,,1964,12,1
CHRISTA,,LAHGE,,1934,5,14
MONIKA,,HARTMANN,,1960,1,2
INGRID,,WALTER,,1925,8,4
ANDREA,,BRAUN,,1959,4,9
INGRID,,SCHMITT,,1931,1,4
CHRISTA,,GUENTHER,,1959,10,2
URSULA,,SCHOLZ,,1960,2,14
GERTRUCD,,MUELLER,,1986,11,19
CHRISTA,,SAUER,,1992,10,31
GISELA,,VOGEL,,1973,2,25
ILSE,,JUNG,,1990,2,2
BIRGIT,,DIETRICH,,2007,6,6
ANNA,,SCHMIDT,,1950,12,4
KATHARINA,,SAUER,,1962,9,3
ERIKA,,KOERTIG,,1954,1,31
GABRIELE,ELKE,SIMON,,1984,10,16
ANDREA,,KRUEGER,,1969,11,5
HILDEGARD,,VOGT,,1994,9,3
SABINE,ILSE,SCHWARZ,,2006,1,24
KARIN,,SCHUBERT,,1924,2,16
INGRID,,MUELLEMR,,1937,7,3
ELKE,,WEBET,,1949,4,11
SILVIA,,BECKER,,1962,6,8
HEIKE,,MUELLER,,1963,1,3
ANNA,,MUELLER,,1934,10,29
SUSANNE,,KRAUSE,,1987,1,26
CHRISTINE,,RICHTER,,1956,2,21
CHRISTA,,GROSS,,1929,6,2
GISELA,,KAISER,,2000,4,11
ANDREA,,FUCHS,,1938,10,5
MAIKE,,HOFFMANN,,1958,7,11
ILSE,,BECK,,1969,10,7
INGRID,,BRANDT,,1942,1,11
CLAUDIA,,SOMMER,,1957,10,7
CHRISTIANE,,THOMAS,,1945,11,12
HELGA,,NEUMANN,,1939,4,6
CLAUDIA,,SCHUBERT,,1967,3,22
ILSE,,FRANKE,,1960,9,13
BRIGITTE,,WOLF,,1971,11,6
MONIKA,KAETHE,KOCH,,1930,3,13
KARIN,,SCHUBERT,,1975,9,16
BARBARA,,RICHTER,,1990,2,14
ANNA,,VOIGT,,1939,11,2
MARION,,STEIN,,1989,2,18
SABINE,,MAYER,,1951,8,3
ANGELIKA,,SCHULZ,,1999,3,6
STEFANIE,,SCHROEDER,,1999,8,15
IRMGARD,,JAEGER,,2003,10,10
GABRIELE,,SCHUSTER,,1943,11,21
GERDA,,BECKER,,2003,1,6
MARION,,SCHROEDER,,1950,12,7
MARTINA,,SCHMIDT,,1944,4,16
MONIKA,,MAYER,,1965,4,25
PETRA,,VOGEL,,1932,12,27
CHRISTINA,,MUELLER,,1993,9,17
ANGELIKA,,LORENZ,,1969,1,21
RENATE,,BERGER,,1996,11,15
PETRA,SABINE,MEYER,,1962,10,5
STEFANIE,,WINKLER,,1942,12,14
SUSANNE,,MUELLER,,1982,2,16
ANGELIKA,,WOLF,,2000,6,26
ILSE,,FISCHER,,1946,7,3
UTE,,SCHMIDT,,1988,10,9
JUTTA,,SOMMER,,2004,5,24
KATHRIN,,FRIEDRICH,,1930,7,25
SABINE,,BAUER,,2003,3,12
SUSANNE,,SCHAEFER,,1936,5,16
ANNA,,BECKER,,2002,2,13
CHRISTINA,,BAUER,,1936,5,20
CHRISTINE,,MUELLER,,1975,7,9
ILSE,,BRANDT,,1936,3,30
INGRID,,SCHULZ,,1996,7,23
BIRGIT,,KRAEMER,,1972,1,18
KARIN,,MOELLER,,1969,1,25
STEFANIE,,KRAUSE,,1977,4,21
ANGELIKA,SUSANNE,FRANKE,,1929,9,19
PETRA,,FRIEDRICH,,1952,3,6
KARIN,,VOGEL,,1956,8,18
GISELA,,VOGEL,,1966,8,2
HELGA,,BECK,,1993,11,13
KATHRIN,,RICHTER,,1966,1,5
CHRISTINA,,HUBER,,1943,8,31
ANDREA,,SCHULZE,,1960,9,5
RENATE,,FISCHER,,1972,11,30
URSULA,,SCHMITT,,1928,3,6
SABINE,,GRAF,,1963,12,11
SILKEF,,HERRMANN,,1958,7,23
CLAUDIA,,BERGER,,1973,6,7
ERIKA,,SCHAEFER,,2001,1,16
ELFRIEDE,,JUNG,,1975,4,19
KATHARINA,,BAUER,,1944,2,10
HELMGA,,KOERTIG,,1984,4,29
BETTINA,,MEYER,,1965,11,20
BRIGITTE,,MEIER,,1940,9,11
INGE,,KOERNIG,,1972,4,10
GABRIELE,,HOFFMANN,,1965,8,12
BETTINA,,MEYER,,2001,2,3
WALTRAUD,,HOFMANN,,1983,5,25
INGE,,FUCHS,,2001,6,12
MARIA,,BERGMANN,,1941,4,24
PETRA,,MAYER,,1965,8,3
HELGA,,MAYER,,1952,9,12
GISELA,,SCHMIDT,,1967,4,9
ERIKA,GABRIELE,KLEIN,,1958,6,4
KARIN,,SCHROEDER,,1943,2,1
MARTINA,,SCHAEFER,,2004,4,10
PETRA,,WEISS,,1969,3,5
KARIN,,SOMMER,,1992,11,25
HELGA,,KLEIN,WALTER,1989,7,19
SUSANNE,,GROSS,,1931,3,13
ELISABETH,REGINA,STEIN,,2006,7,30
KARIN,,BRANDT,,1970,6,20
RENATE,,HOFMANN,,1963,9,1
BRIGITTE,,SCHMIDT,,1961,8,29
WALTRAUD,,SCHREIBER,,2003,12,18
SANDRA,,LEHMANN,,1944,3,4
STEFANIE,,BERGMANN,,1957,7,6
INGEBORG,,SEIDEL,,1956,12,27
ILSE,,HERRMANN,,1963,12,13
HEIKE,ANDREA,HAAS,,1953,2,1
KARIN,,SCHNEIDER,,2002,4,4
ELKE,,HAAS,,1996,4,28
HELGA,,SIMON,,2001,4,6
PETRA,MARIA,SCHULZE,,1973,4,2
KARIN,,ALBRECHT,,2001,7,10
RENATE,,SCHWARZ,,1981,12,28
ANJA,,ZIMMERMANN,,1967,9,5
KERSTIN,,SCHNEIDER,,1943,2,1
ANJA,,HAHN,,1933,6,30
GISELA,,FISCHER,,1997,5,24
MAIKE,,KLEIN,,1949,12,2
MARIANNE,,MEYER,,1988,2,12
INGRIHD,,BAUER,,1997,7,13
ANDREA,,OTTO,,1938,5,4
SUSANNE,,KRAUS,,1949,4,28
UTE,PETRA,GROSS,,2008,4,6
KATHRIN,,ENGEL,,1950,5,31
INGRID,,SOMMER,,1988,9,8
PETRA,,BAUER,,1946,15,21
HEIKE,,GUENTHER,,2002,3,3
NICOLE,,BRANDT,,1960,4,15
SIGRID,,MEYER,,1954,5,10
GABRIELE,,MUELLER,,1994,12,18
ANDREA,,PFEIFFER,,1968,5,26
RENATE,,PETERS,,1960,1,8
SABINE,,SCHMIDT,,1942,3,29
CHRISTIANE,,KUHN,,1982,12,13
GISELA,,ZIMMERMANN,,1967,7,18
MONIKA,,HARTMANN,,1955,8,26
MARTHA,,KUHN,,1984,3,24
MARION,,MUELLER,,1958,4,21
RENATE,,GRAF,,1953,8,9
BIRGKIT,,KAISER,,1970,3,27
CHRISTA,,BRANDT,,1941,3,27
SUSAXNNE,,SCHMITZ,,1999,5,13
MELANIE,,SCHMIDT,,1941,11,11
INGRID,,BRAUN,,1945,5,30
SABINE,,KRAUS,,2003,1,23
MARTINA,,MUELLER,,1992,5,5
STEFANIE,,KRAEMER,,1971,4,2
ERIKA,,WEBER,,1942,7,6
NICOLE,,KRUEGER,,1945,7,13
GUDRUN,,VOGT,,1973,10,28
ANDREA,HILDEGARD,MAIER,,1932,1,6
ERIKA,,SCHMIDT,,1929,10,4
GISELA,,WOLX,,1947,3,14
JUTTA,,HAAS,,1959,5,23
PETRA,,MEYER,,1961,10,10
ANNA,,GRAF,,1961,8,7
MARION,,HOFFMANN,,1959,8,9
KARIN,WALTRAUD,PETERS,,1953,4,21
INGRID,,MUELLER,,1957,11,2
RENATE,,SCHNEIDER,,1929,7,2
RENATE,,MAIER,,2001,7,16
GISELA,,SCHULTE,,1947,12,11
KERSTIN,,SCHMIDT,,1965,9,9
ANGELA,,SCHMIDT,,1964,1,9
KARIN,,SAUER,,1978,7,11
BIRGIT,,WEBER,,1934,6,2
KATHARINA,,RICHTER,,1960,5,1
HEIKE,,SCHWARZ,,1964,2,22
BRIGITTE,,MUELLER,,2000,12,14
IRMGARD,,SCHULZ,,1977,2,4
CHRISTINA,KARIN,SCHMIDT,,1984,12,6
BAERBEL,,MEYER,,1964,3,26
ANDREA,,SCHNEIDER,,1961,12,11
ERNA,,FUCHS,,1967,4,14
SABINE,,GRAF,,2005,3,13
BRIGITTE,,WERNER,,1944,2,2
CHRISTINA,,HOFFMANN,,2002,3,3
KATHRIN,,JUNG,,1929,10,3
CORNELIA,,MUELLER,FRANK,1939,7,26
HILDEGARD,,RICHTER,,1987,8,13
UTE,ANDREA,BECKER,,1938,4,30
ERIKA,,SCHWARZ,,1991,8,9
GISELA,,SCHACFER,,1958,2,28
IRMGARD,,FRIEDRICH,,1989,6,9
MARIA,,SCHNEIDER,,1956,2,29
CHRISTINA,,NEUMSNN,,1960,11,25
SILVIA,,HOFMANN,,2004,10,11
BRIGITTE,,WINTER,,2001,5,3
IRMGARD,,WAGNER,,1952,7,24
KARIN,,FISCHER,,1981,3,13
INGRID,,SEIDEL,,2008,6,26
ANNELIESE,,SCHMITT,,1947,8,24
GABRIELE,,NEUMANN,,1954,11,15
ELKE,,WEISS,,1978,4,30
MONIKA,,SCHROEDER,,1962,3,19
PETRA,,FRANK,,2003,6,7
ELKE,,ENGEL,,1980,6,21
KARIN,,VOGT,,1989,3,24
ERIKA,,SCHULTE,,1982,9,14
MARGARETE,,GRAF,,1957,7,24
SONJA,,SCHNEIDER,,1939,3,22
JUTTA,,KRAEMER,,2005,11,27
